Time,Headlines,Ticker
05/10/2021,Seinfeld has said sorry for Bee Movie’s sexual content. The hivemind sees why,Netflix
04/10/2021,Bridgerton Emmy winner Marc Pilcher dies of Covid at 53,Netflix
04/10/2021,Netflix’s Diana: The Musical is the year’s most hysterically awful hate-watch,Netflix
02/10/2021,"Succession, The Green Knight and Muppets: what’s new to streaming in Australia in October : Stream lover",Netflix
02/10/2021,Streaming was supposed to stop piracy. Now it is easier than ever,Netflix
01/10/2021,Sexy Beasts to Acapulco: the seven best shows to stream this week : The seven best shows to stream this week,Netflix
30/09/2021,Squid Game: the smash-hit South Korean horror is a perfect fit for our dystopian mood,Netflix
29/09/2021,No One Gets Out Alive – a stylish Netflix immigration horror,Netflix
26/09/2021,Stagecoach takeover could mark end of a profitable era for bus and train tycoons : Business leader,Netflix
25/09/2021,Roald Dahl’s universe might not be a golden ticket for the writer’s fans : Names in the news,Netflix
24/09/2021,Daniel Ricciardo the star in the Netflix-isation of sport,Netflix
24/09/2021,The Problem with Jon Stewart to Diana the Musical: the seven best shows to stream this week : The seven best shows to stream this week,Netflix
24/09/2021,How long can James Bond resist the call of a TV spin-off?,Netflix
23/09/2021,‘Someone could weld an eyeball out!’ Why Metal Shop Masters is the anti Bake Off,Netflix
23/09/2021,Netflix’s Roald Dahl universe would be a golden ticket to despair,Netflix
22/09/2021,Netflix acquires works of Roald Dahl as it escalates streaming wars,Netflix
22/09/2021,Intrusion review – Netflix home invasion thriller passes muster,Netflix
22/09/2021,First trailer lands for Netflix’s explosive Britney Spears documentary,Netflix
21/09/2021,BBC director general welcomes proposals for ‘distinctly British’ content,Netflix
19/09/2021,Zombieland: a zombie movie so enjoyable you almost want to join the apocalypse : Stream team,Netflix
17/09/2021,The Remains of the Day: revisit Anthony Hopkins and Emma Thompson’s classic tale of longing : Stream team,Netflix
17/09/2021,Soviet chess champion sues Netflix over ‘sexist’ Queen’s Gambit,Netflix
17/09/2021,Schumacher review – a moving tribute to F1’s boy wonder,Netflix
17/09/2021,Sex Education season three review – the spark has gone : TV review,Netflix
15/09/2021,Disney+ is killing the blockbuster movie with its identikit mega-hits,Netflix
13/09/2021,Anne With An E: scope for the imagination in Netflix’s reworking of LM Montgomery classic : Stream team,Netflix
12/09/2021,The Starling review – toe-curlingly embarrassing Melissa McCarthy drama : First look review,Netflix
12/09/2021,"Streaming demand for UK shows will create 30,000 film and TV jobs",Netflix
09/09/2021,Blood Brothers: the friendship and fallout of Malcolm X and Muhammad Ali,Netflix
09/09/2021,Kate review – stylish Netflix assassin thriller just about does the job,Netflix
08/09/2021,UK broadcasters cut spending on British shows to lowest point in decade,Netflix
07/09/2021,"Love, Rosie: timing is everything in this delectable Lily Collins romcom : Stream team",Netflix
07/09/2021,‘The point is ambition’: are we ready to follow Netflix into space?,Netflix
06/09/2021,Why Netflix drama Worth is the best 9/11 movie to date : 9/11: 20 years later,Netflix
03/09/2021,From The Dry to The Lighthouse: what’s new to streaming in Australia in September : Stream lover,Netflix
02/09/2021,Apple concedes on ‘anticompetitive’ restrictions in App Store,Netflix
31/08/2021,‘It was shocking’: how did a Bob Ross documentary become so contentious?,Netflix
31/08/2021,Queen of Denmark hired as set designer on new Netflix film,Netflix
28/08/2021,Amanda Peet: the actor-turned-writer behind Netflix’s witty campus drama The Chair,Netflix
27/08/2021,He’s All That review – Netflix’s dull TikTok teen remake lacks charm,Netflix
26/08/2021,‘Netflix is a lifesaver!’ The over-65s embracing the streaming boom,Netflix
24/08/2021,Clickbait review – silly Netflix thriller series isn’t worth clicking on,Netflix
24/08/2021,Amount of Australian drama on commercial TV falls by 68% in two decades,Netflix
23/08/2021,"Sex, Succession and sci-fi nightmares: the must-see TV of autumn 2021 : Autumn arts preview 2021",Netflix
21/08/2021,Animals from Tiger King Park will be handed to US government,Netflix
20/08/2021,Sweet Girl review – Jason Momoa’s Netflix action thriller is a non-starter,Netflix
20/08/2021,The Chair review – Sandra Oh is first class in moreish university satire : TV review,Netflix
19/08/2021,Elizabeth Debicki channels Diana in first peek into The Crown’s fifth season,Netflix
15/08/2021,‘We’re not robots’: Film-makers buckle under relentless appetite for Danish TV,Netflix
15/08/2021,Hello chaps! Beyoncé leads fashion posse back to the wild west,Netflix
14/08/2021,Modesty pouches and masturbation montages: the making of Sex Education,Netflix
13/08/2021,Beckett review – sturdy Netflix thriller provides simple throwback pleasures,Netflix
13/08/2021,Disney reports post-Covid rebound as theme parks reopen,Netflix
11/08/2021,Misha and the Wolves: an incredible survival story that was too good to be true,Netflix
10/08/2021,"Phil Wang review – standup’s Netflix special skewers PC panic, Covid racism and himself",Netflix
05/08/2021,Kitchen nightmares: do we need more celebrity cooking shows?,Netflix
04/08/2021,Britons spent third of time watching TV and online videos in 2020,Netflix
03/08/2021,‘It doesn’t leave you’: the toxic toll of LGBTQ+ conversion therapy,Netflix
03/08/2021,Cocaine Cowboys: the story of the billionaires who controlled Miami,Netflix
02/08/2021,‘A malignant narcissist’: uncovering the dark side of John DeLorean,Netflix
01/08/2021,Listen up: why indie podcasts are in peril,Netflix
30/07/2021,From Vivo to Nine Perfect Strangers: what’s streaming in Australia in August : Stream lover,Netflix
30/07/2021,‘Sick of being pimped by outsiders’: Byron Bay locals react to TV rumours : Australian arts in focus,Netflix
30/07/2021,Uber and Google are latest among tech firms to delay reopening as Delta variant spreads,Netflix
29/07/2021,Vivo review – sweet but forgettable Netflix animation is Pixar-lite,Netflix
29/07/2021,Love Is Blind: After the Altar review – even true love cannot be worth a night like this,Netflix
22/07/2021,The Last Letter from Your Lover review – sappy romance is nothing to write home about,Netflix
22/07/2021,Superstore: the workplace sitcom the world needs right now : Stream team,Netflix
21/07/2021,How important is physical attraction? Netflix’s Sexy Beasts tries to find out,Netflix
20/07/2021,Never Have I Ever: I binged Mindy Kaling’s coming-of-age show. I’ve never felt so seen : Stream team,Netflix
20/07/2021,Netflix blames pandemic as it misses growth forecasts,Netflix
19/07/2021,Looking for love? Dress as a shark! Is Sexy Beasts a new low for dating shows?,Netflix
18/07/2021,Netflix to court older viewers as flow of young fans slows down,Netflix
16/07/2021,The Guardian view on the future of cinema: don’t panic…,Netflix
16/07/2021,‘You can root for the bad guys’: why are we so obsessed with heists?,Netflix
16/07/2021,Fear Street Part 3: 1666 review – hokey horror trilogy ends on a high,Netflix
14/07/2021,Gunpowder Milkshake review – slick thriller goes down smoothly,Netflix
12/07/2021,The joy of Jiva! Netflix’s South African dance series bursts from the screen,Netflix
10/07/2021,"Lights, camera, studio space? Lack of production capacity hits UK film industry",Netflix
10/07/2021,From Atlanta to Wellington Paranormal: 10 binge-worthy TV shows recommended by you,Netflix
09/07/2021,I Think You Should Leave: the sketch show exposing our online egomania,Netflix
06/07/2021,Spike Lee: ‘You hope that black people will stop being hunted down like animals’,Netflix
06/07/2021,"I Think You Should Leave season two review: uncomfortable, ridiculous – and totally brilliant : TV review",Netflix
06/07/2021,"S1 E4: Mae Martin, actor and comedian : Comfort Eating with Grace Dent",Netflix
05/07/2021,From Jungle Cruise to The Tomorrow War: what’s new to streaming in Australia in July : Stream lover,Netflix
02/07/2021,‘Irresistibly funny’: the 20 best shows to binge right now : Stream team,Netflix
01/07/2021,Sweet Tooth: the prescient pandemic hit bringing joy to the masses,Netflix
01/07/2021,Sex/Life review – they’re coming in their droves … and not for the dialogue : TV review,Netflix
30/06/2021,Somos review – the show that flips the script on brutal cartel crime epics : TV review,Netflix
30/06/2021,Fear Street Part 1: 1994 review – Netflix trilogy kicks off with gory gusto,Netflix
30/06/2021,America: the Motion Picture review – puerile Netflix animation,Netflix
29/06/2021,‘I finally understand the machine that is Netflix’: how my film Security became an under-the-radar hit,Netflix
28/06/2021,Rev Richard Coles calls for end to glamourising of alcoholism on TV,Netflix
25/06/2021,The Ice Road review – Liam Neeson slums through Netflix B-movie,Netflix
23/06/2021,Too Hot to Handle season two review – a four-week sex ban? I’ll never survive!,Netflix
23/06/2021,Channel 4 privatisation proposal: ‘This could prove irreversible’,Netflix
22/06/2021,The great British broadcasting shake-up – all you need to know,Netflix
22/06/2021,Good on Paper review – Netflix dating comedy is OK on screen,Netflix
22/06/2021,Is Steven Spielberg’s new Netflix deal a surprise? It’s surprising it took so long,Netflix
18/06/2021,From BMX Bandits to The Secret Life of Us: 11 Australian classics new to Netflix,Netflix
16/06/2021,Fatherhood review – Kevin Hart Netflix drama is manipulative reputation rehab,Netflix
16/06/2021,"Move over, Attenborough! Penguin Town is the cuddly nature show for our times",Netflix
15/06/2021,How Bo Burnham’s Netflix special Inside set the bar for quarantine art,Netflix
13/06/2021,The week in TV: Time; Fred and Rose West; Lupin; Statue Wars – review : Observer TV reviews,Netflix
13/06/2021,"No lights, no camera: UK TV producers face equipment shortage",Netflix
13/06/2021,The Long Kiss Goodnight: a masterful performance from Geena Davis obliterates nonsensical plot : Stream team,Netflix
11/06/2021,Lupin Part 2 review – a thrilling encore for TV’s suavest scammer : TV review,Netflix
08/06/2021,Awake review – Netflix’s Bird Box-lite thriller is a real snooze,Netflix
07/06/2021,"Less storytelling, please: why documentaries will benefit from getting real",Netflix
06/06/2021,The week in TV: Anne Boleyn; Mare of Easttown; Sweet Tooth; The Anti-Vax Conspiracy : Observer TV reviews,Netflix
05/06/2021,Stephen Collins on prestige actors – cartoon : The Stephen Collins cartoon,Netflix
04/06/2021,Sweet Tooth review – this fur-baby confection is either genius … or atrocious : TV review,Netflix
04/06/2021,Feel Good season two review – Mae Martin’s queer love story is a deadpan delight : TV review,Netflix
03/06/2021,David Attenborough Netflix documentary: Australian scientists break down in tears over climate crisis,Netflix
03/06/2021,John Boyega exits Netflix movie mid-shoot for ‘family reasons’,Netflix
03/06/2021,New David Attenborough film looks at Australia's bushfires and the climate crisis – video trailer,Netflix
02/06/2021,Netflix reportedly plans push into video games market,Netflix
02/06/2021,Thoroughbreds: a murderous upper-class gambit from Anya Taylor-Joy : Stream team,Netflix
01/06/2021,Peter Tatchell’s life on film: ‘So far I’ve been violently assaulted 300 times’,Netflix
31/05/2021,Bo Burnham: Inside review – this is a claustrophobic masterpiece : Lockdown culture,Netflix
31/05/2021,"Tenet, Jack Irish and The Unusual Suspects: what’s streaming in Australia in June : Stream lover",Netflix
31/05/2021,‘Silicon Six’ tech giants accused of inflating tax payments by almost $100bn,Netflix
30/05/2021,"‘My parents still have no clue what I’m doing’: Lupin star Omar Sy on Hollywood, fame and fighting racism",Netflix
30/05/2021,‘I wasn’t what you’d call sensible’: a walk on the wild side with Call My Agent’s Liliane Rovère,Netflix
26/05/2021,Amazon buys Hollywood studio MGM in $8.45bn deal,Netflix
26/05/2021,Blue Miracle review – Netflix fishing tale is a surprise charmer,Netflix
25/05/2021,No more bite! How Netflix defanged Ryan Murphy,Netflix
25/05/2021,Lindsay Lohan is back – as Netflix signs her for Christmas romcom,Netflix
25/05/2021,‘It’s how we know who we are’: behind a docuseries on African American food,Netflix
23/05/2021,Television is so good that we’re working less to watch more of it : Hidden gems from the world of research,Netflix
17/05/2021,Shadow and Bone author Leigh Bardugo: ‘People sneer at the things women and girls love’,Netflix
15/05/2021,"Cush Jumbo: ‘He’s doing less screen time but being paid three times more? Er, no!’",Netflix
14/05/2021,Frontline: satirical skewering of TV current affairs programs is still uncomfortably relevant : Stream team,Netflix
14/05/2021,Halston: the almost forgotten icon now getting a Netflix biopic,Netflix
14/05/2021,"Halston review – sex, cocaine and Ewan McGregor : TV review",Netflix
13/05/2021,"Netflix series on fashion designer Halston ‘overinflated’, family says",Netflix
07/05/2021,Monster review – Kelvin Harrison Jr anchors wrenching Netflix drama,Netflix
05/05/2021,‘I want people to understand what really happened’: did the Son of Sam serial killer act alone?,Netflix
04/05/2021,Netflix shuffle: is the new ‘play something’ feature worth it?,Netflix
03/05/2021,‘You’ll be whooping from your sofa!’ 25 hilarious standup sets to make everything better : How to live now,Netflix
01/05/2021,The Mitchells vs the Machines review – a cranky AI gets her revenge,Netflix
30/04/2021,"I Am Greta, Jupiter’s Legacy and Cruella: what’s new to Australian streaming in May : Stream lover",Netflix
30/04/2021,"I thought my mum was a telly prude, but we have more in common than I realised : Adult learner",Netflix
29/04/2021,Things Heard and Seen review – moody Netflix ghost story fails to haunt,Netflix
28/04/2021,‘What if Superman was your dad?’ Comics legend Mark Millar on Jupiter’s Legacy,Netflix
26/04/2021,The Seaspiracy controversy: should we stop eating fish? : Today in Focus,Netflix
25/04/2021,A glance across the Atlantic would show Sunak what real tax reform looks like : Business leader,Netflix
22/04/2021,Stowaway review – a devastating dilemma drives tense Netflix sci-fi,Netflix
21/04/2021,The Mitchells vs the Machines review – frantic and fun Netflix animation,Netflix
20/04/2021,Netflix records dramatic slowdown in subscribers as pandemic boom wears off,Netflix
20/04/2021,Byron Bay residents hold ‘paddle out’ to protest Netflix’s Byron Baes series – video,Netflix
18/04/2021,Netflix expected to signal the end of the Covid TV streaming boom,Netflix
16/04/2021,From the coronation to The Crown: how Prince Philip fell out of love with TV,Netflix
14/04/2021,Call My Agent set to return for fifth season and a movie,Netflix
14/04/2021,Dad Stop Embarrassing Me! review – Jamie Foxx’s first flop? : TV review,Netflix
14/04/2021,‘Treasure the small moments’: the Netflix series on long-lasting love,Netflix
11/04/2021,The week in TV: Intruder; Sort Your Life Out; Sitting; This Is a Robbery; Wellington Paranormal : Observer TV reviews,Netflix
08/04/2021,Byron Baes: Netflix’s first Australian reality TV show sets its sights on the influencer enclave : Australian arts in focus,Netflix
07/04/2021,"Seaspiracy shows why we must treat fish not as seafood, but as wildlife",Netflix
07/04/2021,Kanye West: Netflix buys documentary 21 years in the making,Netflix
07/04/2021,This Is a Robbery: a Netflix series examines the world’s biggest art heist,Netflix
07/04/2021,The Wedding Coach review – extremely loud and incredibly gross : TV review,Netflix
06/04/2021,Harry and Meghan announce Netflix show about Invictus Games,Netflix
05/04/2021,Screen Actors Guild awards 2021: actors of color sweep for first time,Netflix
02/04/2021,What other 'rules of six' are there to govern our lives? : The Upside weekly report,Netflix
01/04/2021,Worn Stories review – a well spun yarn about the clothes that define us : TV review,Netflix
31/03/2021,Foxtel can halve Australian drama production under new broadcasting bill,Netflix
31/03/2021,Seaspiracy: Netflix documentary accused of misrepresentation by participants : Seascape: the state of our oceans,Netflix
31/03/2021,The anti-Marie Kondo: Netflix celebrates the clothes we keep,Netflix
31/03/2021,"Wakefield, The Nevers, No Activity: what's new to Australian streaming in April : Stream lover",Netflix
29/03/2021,Schitt's Creek motel for sale – minus the 'Rosebud' sign,Netflix
28/03/2021,How Millie Bobby Brown used her superpowers,Netflix
26/03/2021,A Week Away review – out-of-touch Netflix play for Christian audience,Netflix
26/03/2021,Can cinemas bank on a big return to the big screen?,Netflix
25/03/2021,"Television licence fee 'preferred option' to fund BBC until 2038, say MPs",Netflix
24/03/2021,Sesame Street to Bugbears: the kids' TV that challenges racism,Netflix
23/03/2021,Netflix won’t refund me for an account I’ve never used : Consumer champions,Netflix
23/03/2021,'This feels like a breakthrough': comedian Loyiso Gola on his new Netflix show,Netflix
19/03/2021,The Oscar contenders: how to watch them in the UK – and why it's so difficult,Netflix
16/03/2021,Waffles + Mochi review – Michelle Obama's charming puppet series : TV review,Netflix
15/03/2021,Voices of Fire: following the gospel choir dreams of Pharrell's uncle is a salve for the soul : Stream team,Netflix
14/03/2021,Disney forecast to steal Netflix’s crown as world’s biggest streaming firm,Netflix
14/03/2021,The week in TV: Oprah with Meghan and Harry; The One and more,Netflix
12/03/2021,The One review – algorithm-themed thriller is TV by numbers : TV review,Netflix
12/03/2021,Netflix weighs up crackdown on password sharing,Netflix
10/03/2021,"Marriage or mortgage? It's an odd choice to make, especially on reality TV",Netflix
08/03/2021,DC Super Hero Girls: a startlingly funny kids series of masked and caped crime fighters : Stream team,Netflix
08/03/2021,The Queen’s Gambit to become a stage musical,Netflix
06/03/2021,‘Parents should give themselves a break’: the guilt-free children’s TV guide,Netflix
06/03/2021,Rebels with a cause: how teens on screen grew up and found their voice,Netflix
06/03/2021,‘Grange Hill was bigger than Love Island’: the rise of nostalgia TV,Netflix
05/03/2021,"Best UK streaming and pay-TV services 2021: Sky, Virgin, Netflix and Amazon Prime compared and ranked : Buyer’s guides",Netflix
04/03/2021,"Smash parties, talking vulvas and Big Mouth: inside Titmouse animation studio",Netflix
03/03/2021,I Don't Feel at Home in This World Anymore: not the indie drama you're expecting : Stream team,Netflix
02/03/2021,From Moxie to Zack Snyder’s Justice League: what's new to streaming in Australia in March : Stream lover,Netflix
02/03/2021,Taylor Swift rebukes Netflix over 'deeply sexist' joke about her love life,Netflix
01/03/2021,'There was this incredible life': telling the true story of the Notorious BIG,Netflix
01/03/2021,Biggie: I Got a Story to Tell review – Netflix doc sidesteps murder mystery for moving life story,Netflix
01/03/2021,Golden Globes 2021: Nomadland and The Crown major winners,Netflix
01/03/2021,Other TV is available: did Netflix sweep the Golden Globes by default?,Netflix
01/03/2021,Golden Globes 2021: Nomadland and The Crown win big – as it happened,Netflix
27/02/2021,‘Record companies have me on a dartboard’: the man making millions buying classic hits,Netflix
26/02/2021,Golden Globes overshadowed by ethics controversy and criticism over lack of diversity,Netflix
25/02/2021,Behind whose eyes? Why we love a jaw-dropping twist ending,Netflix
24/02/2021,Ginny & Georgia review – such perfect trash deserves a special award : TV review,Netflix
23/02/2021,'We're all part of the story': behind Will Smith's 14th amendment docuseries,Netflix
19/02/2021,Making a superhero: how Pelé became more myth than man,Netflix
18/02/2021,'99% of the world has no idea': inside the shocking legal guardianship industry,Netflix
18/02/2021,"Love: offbeat romcom about addiction, dating and two basically terrible people : Stream team",Netflix
17/02/2021,Disney+ to launch Star channel aimed at adults,Netflix
12/02/2021,To All the Boys: Always and Forever review – enjoyable enough Netflix threequel,Netflix
11/02/2021,Redwall is coming to Netflix: where to start for kids (and adults) : Books blog,Netflix
11/02/2021,Schitt’s Creek mansion put up for sale for $15m,Netflix
10/02/2021,Oscars release first shortlists for 2021 Academy Awards,Netflix
08/02/2021,Why is the Netflix top 10 so unhinged – and what does that say about us?,Netflix
06/02/2021,Is big tech now just too big to stomach?,Netflix
05/02/2021,Out of the dark ages: Netflix film The Dig ignites ballyhoo about Sutton Hoo,Netflix
05/02/2021,How using a black actor to vent white frustration sinks Malcolm & Marie,Netflix
05/02/2021,Seeing double: why Hollywood keeps telling the same story twice,Netflix
04/02/2021,Ten female directors make 2021 Baftas shortlist,Netflix
04/02/2021,Money spent on film and TV production in UK down 21% in 2020,Netflix
04/02/2021,'I think I’ve written more Sherlock Holmes than even Conan Doyle': the ongoing fight to reimagine Holmes,Netflix
03/02/2021,Firefly Lane review – Katherine Heigl's sickly-sweet Netflix soap : TV review,Netflix
03/02/2021,Golden Globes 2021: full list of nominations,Netflix
02/02/2021,Bring me a dream: why I'm excited about The Sandman coming to Netflix,Netflix
02/02/2021,Queen's Gambit ignites sales for Spanish chessboard maker,Netflix
01/02/2021,Rival GameStop movies being rushed into production,Netflix
30/01/2021,Rule-breaking New York wit Fran Lebowitz is every writer's fantasy – here's why : Hadley Freeman's Weekend column,Netflix
30/01/2021,Why Shonda Rhimes owns the bragging rights to Bridgerton : Names in the news,Netflix
29/01/2021,From Parks and Recreation to Industry: what's streaming in Australia in February : Stream lover,Netflix
29/01/2021,She survived in the wild against all odds. I took her class to learn how,Netflix
27/01/2021,Nora Roberts speaks out after attacks on casting of Alyssa Milano in adaptation,Netflix
27/01/2021,Lupin's Omar Sy: 'We wanted to show what the French are capable of',Netflix
25/01/2021,'Come for the quips but stay for the coats': the enduring style of Fran Lebowitz,Netflix
24/01/2021,The Guardian view on the BBC: more than good value,Netflix
24/01/2021,Netflix still several steps ahead in strategy for wooing subscribers : Business leader,Netflix
24/01/2021,One Day at a Time: Rita Moreno and Justina Machado in joyously reimagined 70s sitcom : Stream team,Netflix
22/01/2021,Charlie Cox's Daredevil would be a welcome addition to the Marvel Cinematic Universe : Week in geek,Netflix
22/01/2021,Bridgerton: The Musical? Fans of Netflix hit take tunes to TikTok,Netflix
22/01/2021,Netflix paid £3.2m in tax on £940m of UK subscription revenue,Netflix
22/01/2021,'Something you've never seen before': Netflix diversity chief on Bridgerton's casting,Netflix
22/01/2021,Judi Dench: 'In my mind's eye I'm six foot and willowy and about 39',Netflix
21/01/2021,Amazon wins 49% of new TV streaming customers in run-up to Christmas,Netflix
20/01/2021,The White Tiger rides the surge in streamed south Asian stories,Netflix
20/01/2021,Cobra Kai: from dumped YouTube gambit to Netflix smash hit,Netflix
19/01/2021,How France's Lupin became the surprise Netflix hit of the season,Netflix
18/01/2021,'It can unite a nation': Guardian TV writers on why the small screen has prevailed : Inside the Guardian,Netflix
17/01/2021,The farmer’s boy and the ship of gold: uncovering the treasures of Sutton Hoo,Netflix
17/01/2021,Beyond noir: Nordic content of all shades is on its way to Netflix,Netflix
15/01/2021,Call My Agent: the French TV hit that viewers and actors adore,Netflix
15/01/2021,"Shock, no awe: how grim drama Pieces of a Woman fails to portray trauma",Netflix
15/01/2021,Vive l'indifférence! Netflix's Room 2806 exposes France's #MeToo apathy,Netflix
15/01/2021,"'There's an art to it': with one sold every 10 seconds, what's Mills & Boon's secret?",Netflix
14/01/2021,Outside the Wire review – competent Netflix thriller toys with big ideas,Netflix
13/01/2021,The Night Stalker: The Hunt for a Serial Killer review – a peek into the abyss : TV review,Netflix
13/01/2021,Chris Rock: Total Blackout review – confessional comic cuts loose : Lockdown culture,Netflix
13/01/2021,Netflix's staggering slate of new films escalates the streaming wars : Film blog,Netflix
12/01/2021,'The war on drugs funded policing': behind a Netflix documentary about crack,Netflix
12/01/2021,Night Stalker: retracing the hunt for a killer in a disturbing Netflix series,Netflix
10/01/2021,UK TV streaming subscribers can no longer access live sport when in EU,Netflix
08/01/2021,UK lockdowns fuel record year for home entertainment spending,Netflix
08/01/2021,Headspace Guide to Meditation: can Netflix deliver enlightenment in 20 minutes? : Headspace meditation podcasts,Netflix
07/01/2021,Netflix increases UK subscription charges,Netflix
07/01/2021,'Maybe death isn't the end': can a TV series prove the existence of an afterlife?,Netflix
05/01/2021,'There's chunks of wisdom': How The Karate Kid launched MMA careers,Netflix
05/01/2021,History of Swear Words review – Nicolas Cage curses through shallow Netflix series,Netflix
03/01/2021,Sitting comfortably? Top TV treats to raise your spirits in 2021,Netflix
03/01/2021,"Teenage Bounty Hunters: a refreshing, clever and funny show that subverts expectations : Stream team",Netflix
02/01/2021,It's going to be hard work – but there's so much to look forward to in 2021 : Page turners,Netflix
02/01/2021,"In the ‘land of storytelling’, Netflix and Amazon Prime reshape India’s creative landscape",Netflix
01/01/2021,"Death to 2020, WandaVision, every Harry Potter film: what's streaming in Australia in January : Stream lover",Netflix
31/12/2020,Staying home on New Year’s Eve? Here’s how to watch the Sydney fireworks – and what else is on TV,Netflix
31/12/2020,The Chilling Adventures of Sabrina part four review – the teenage witch bows out with a flourish : TV review,Netflix
30/12/2020,Equinox review - The Da Vinci Code meets Scandi-noir : TV review,Netflix
29/12/2020,"Stress, chess and mounting dread: how 2020 was the year of anxie-TV",Netflix
28/12/2020,Game of Thrones video game tycoon dies in suspected poisoning,Netflix
27/12/2020,Lockdown drives UK TV streaming customers to more than 32m,Netflix
27/12/2020,The week in TV: Bridgerton; Motherland; Roald & Beatrix; BBC Sports Personality; Marcus Rashford : Observer TV reviews,Netflix
27/12/2020,Odd Squad: a kids' show about maths that's gloriously bonkers : Stream team,Netflix
23/12/2020,London Hughes: To Catch a D*ck review – swaggering hour of sex-comedy,Netflix
22/12/2020,Hollywood studio MGM puts itself up for sale at $5bn,Netflix
22/12/2020,Lawsuit over 'warmer' Sherlock depicted in Enola Holmes dismissed,Netflix
21/12/2020,What a joke: the 10 funniest comedy shows of 2020 : Best culture 2020,Netflix
19/12/2020,How did the Covid crisis affect your finances in 2020?,Netflix
16/12/2020,'People were put in jail for music': a brief history of Latin American rock,Netflix
15/12/2020,'All they want is my voice': the real story of 'Mother of the Blues' Ma Rainey,Netflix
15/12/2020,How John Le Carré changed television and paved the way for box-set culture,Netflix
14/12/2020,Sky to make Amazon Prime Video available to subscribers in Europe,Netflix
13/12/2020,Netflix pledges to be 'force for good' by diversifying its programming,Netflix
10/12/2020,"Witty, sexual – and menopausal: how reality TV made middle-aged women aspirational : Reality checked",Netflix
10/12/2020,'Boys can be fairies – it's the 21st century': How Fate: The Winx Saga finds the reality in fantasy,Netflix
09/12/2020,Curses! Nicolas Cage to examine history of swearwords for Netflix,Netflix
08/12/2020,Ofcom proposes radical shake-up of UK broadcasting,Netflix
06/12/2020,Netflix has 'no plans' to add disclaimer that The Crown is work of fiction,Netflix
06/12/2020,Scottie Pippen: 'I told Michael Jordan I wasn’t too pleased with The Last Dance' : The Observer's faces of 2020,Netflix
06/12/2020,Anya Taylor-Joy: 'I likened Beth's passion for chess to my passion for acting. It's a calling' : The Observer's faces of 2020,Netflix
06/12/2020,Netflix announces Heartbreak High reboot for 2022: 'We haven’t had a teen show like it since',Netflix
05/12/2020,Mank review: David Fincher's sumptuous ode to old Hollywood,Netflix
05/12/2020,"Carole Baskin: ‘After Tiger King, my phone rang every two minutes for months' : The Observer's faces of 2020",Netflix
03/12/2020,"Ari Eldjárn: Pardon My Icelandic review – footie, Thor and Scandi noir : Lockdown culture",Netflix
03/12/2020,"Gillian Anderson and Richard E Grant lead cast of Aardman's Netflix musical, Robin Robin",Netflix
02/12/2020,Nate: A One Man Show review – outrageous and electrifying comedy,Netflix
02/12/2020,"I never thought I was a chess person. Then Covid came, and I've found the game cathartic",Netflix
02/12/2020,The Crown has slipped: how the Netflix epic captures our relationship with the royals,Netflix
02/12/2020,The Crown: is the Netflix drama fact or fiction? : Today in Focus,Netflix
01/12/2020,From Mulholland Drive to Chadwick Boseman's last film: what's streaming in Australia in December : Stream lover,Netflix
01/12/2020,Helena Bonham Carter says The Crown should stress to viewers it's a drama,Netflix
30/11/2020,How Hillbilly Elegy tries and fails to show the 'real' America,Netflix
29/11/2020,'It's electrifying': chess world hails Queen's Gambit-fuelled boom,Netflix
29/11/2020,UK culture secretary to ask Netflix for 'health warning' that The Crown is fictional,Netflix
28/11/2020,Netflix to start declaring £1bn-plus UK revenues to HMRC,Netflix
27/11/2020,BBC's A Suitable Boy rankles 'love jihad' conspiracy theorists in India,Netflix
27/11/2020,ABC opposes quotas as Coalition plans to force Netflix to make more Australian content,Netflix
26/11/2020,How The Queen's Gambit became Netflix's unlikeliest hit of the year,Netflix
25/11/2020,Netflix to spend $1bn in UK in 2020 on TV shows and films,Netflix
23/11/2020,'Famously the most Spanish city': The Crown mocked for lacklustre recreation of Australia,Netflix
22/11/2020,Remembering Selena: the legacy of a murdered star,Netflix
21/11/2020,Magnus Carlsen: 'Chess has not been very kind to women over the years',Netflix
17/11/2020,"The Crown, magic mushrooms and the truth behind Michael Fagan's palace break-in : Pass notes",Netflix
16/11/2020,The Crown's fake history is as corrosive as fake news,Netflix
14/11/2020,Jingle Jangle: A Christmas Journey review – stridently festive toyshop musical,Netflix
14/11/2020,How to get good at chess,Netflix
13/11/2020,Igniting girls' interest in chess may be great legacy of The Queen's Gambit,Netflix
12/11/2020,Jingle Jangle: A Christmas Journey review – a sugar rush of steampunk joy,Netflix
11/11/2020,Indian move to regulate digital media raises censorship fears,Netflix
11/11/2020,Trial 4: how a teen spent 22 years in prison for a crime he didn't commit,Netflix
10/11/2020,"Aunty Donna on fame, fandom and the Big Ol’ House of Fun: ‘We prefer to live in the absurd’",Netflix
10/11/2020,Netflix hires ITN chief Anna Mallett to run its global studios,Netflix
10/11/2020,"The Crown season four, first look review – enter Diana, Thatcher, bombast and bomb blasts",Netflix
09/11/2020,The Crown's fourth season: Charles and Diana tour Australia in festival of nostalgia,Netflix
06/11/2020,Sophia Loren: 'The body changes. The mind does not',Netflix
